bo,title,genres,budjet,year,rating,peoplesID,mid,date
90151958,Pirates of the Caribbean: On Stranger Tides,"Action,Adventure,Fantasy",250000000,2011,198588|6.6|0000012101,9463|38830|20890|42401|32934|43833|45849|47901|51522|56782|64937|68223|69069|70910|20106|76935|78053|78276|78663|84365|87075|88004|89849|90433|92796|96056|96856|97771|101767|102534|107465|107610|107995|5|109277|111328|116096|118379|118567|118676|119318|121525|122631|122891|127348|128418|130516|133010|32403|139039|140362|33107|144768|145574|151384|152011|153888|155811|158611|159728|162538|164362|167326|7547|169232|169233|172399|173647|173770|177197|182083|184067|184092|189775|196918|198886|199207|199503|206798|233354|233448|17642|20056|20890|30719|32256|32934|33381|35255|37023|12879|3752,6862,2011/5/22
835570,Radioland Murders,"Comedy,Crime,Drama,Musical,Mystery,Romance",0,1994,2280|5.8|0000111101,8241|40766|40985|12747|42164|42569|43969|49654|51032|51686|52147|52459|53036|16668|59475|59959|60233|60849|63083|64504|68334|70400|70844|79194|80166|80482|83633|11697|89392|90555|91863|93600|24485|97889|99790|100267|101992|104122|104930|105547|107811|109206|110110|110752|113013|114983|115043|6059|117991|118128|118135|118509|120353|120366|122275|122307|126321|127066|128272|129438|131440|132902|135763|136405|139150|143780|146550|153930|154338|154959|156334|157275|157343|157446|161153|161995|164449|165875|6071|169384|175310|177249|180126|180369|181388|11080|183748|185798|187164|193757|194848|201761|203386|205621|206111|206456|206770|208232|212091|213632|216187|217142|219276|219853|220144|224311|228047|231033|234785|235052|12747|28766|32790|14239|3427,350,1994/10/23
85805,Bernie,"Comedy,Crime,Drama",6000000,2011,19553|6.8|0000013200,9292|40684|2012|46105|47326|48400|49211|49455|49672|50430|51568|53535|53837|16885|54408|54738|55999|56183|57345|58697|61401|62583|62861|65943|67329|67961|68213|70034|70647|70755|72264|72899|74313|75045|77643|80129|82921|87733|90805|91088|92105|93534|94962|97936|98806|99672|99911|102444|102732|106797|110659|111903|112082|112802|115125|116383|28794|117617|118091|119578|122360|125212|126691|131010|133721|135555|136224|137717|139166|143586|148821|150615|151070|151535|151650|151928|154211|154666|159511|164907|164992|166057|167245|168465|6642|169755|170294|171639|172920|174433|174688|174974|175344|175486|176054|176239|176562|176575|176899|181224|181991|182171|182771|185035|186342|186388|186941|186978|188629|189008|189344|189561|189692|190190|190237|190526|191256|191579|195482|195536|195905|196968|196993|198899|200431|201396|203807|203969|205366|205508|205984|206528|207220|208896|208926|208927|209098|209514|209637|209642|210687|213584|214824|215220|216145|216965|218018|219864|222139|222177|224636|224850|226140|226814|227269|227889|229259|230371|233928|235649|235751|236358|16237|19145|20010|21726|22465|22634|23285|23286|24300|24816|25436|26683|27547|2012|28853|28858|28988|29197|29610|29867|31037|31171|32132|33129|33953|34059|34689|34707|35142|14820|2012|2720,7683,2012/4/29
4675026,Hit and Run,"Action,Comedy,Romance",2000000,2012,13809|6|0000122100,8178|14125|44836|15646|16247|57455|66407|19176|68691|75087|90392|91824|104574|112933|122956|126664|140455|140979|14125|36418|6113|7372|170707|16454|173427|176055|176688|179472|194569|196217|202545|221240|226553|226554|226556|15613|16454|16991|17073|17750|18278|27717|27725|29976|30958|36418|37104|38212|13439|14125|3349,8060,2012/8/26
89499,Thirteen Conversations About One Thing,Drama,3000000,2001,7161|7|0000012210,9881|14289|35078|47854|48792|59452|61749|63423|66271|66555|67720|76298|76905|77492|78300|79845|83593|84572|85659|87029|90415|104147|109948|112252|112518|113032|116701|28794|117418|120115|120601|123924|129163|139188|144305|144494|145800|148232|148725|151507|155729|157580|14573|165363|165912|166564|166611|7488|170273|172545|182272|186037|186979|22908|197517|205767|208533|212008|218718|219702|223826|224718|225805|227986|228394|229723|15747|15748|16249|10625|19367|21419|23660|24323|28281|31577|32326|35004|35293|35356|37479|14289|2720,2718,2002/5/27
4161,Surviving Progress,Documentary,0,2011,749|6.9|0000002212,|10967|13872|51656|51734|52290|61212|62642|63795|63831|71274|78860|83906|88777|88847|88848|91650|95661|99480|109466|114540|123941|126142|126499|134086|136765|143219|146561|148023|148732|153065|155422|159789|166235|166236|166726||171158|191719|193092|193093|225546|228992|9|16228|18231|21545|11652|27818|32553|14050|36133|10967|13872|1600,7209,2012/4/8
5390000,The Guilt Trip,Comedy,40000000,2012,2650|5.6|0000111101,8371|21604|50359|51595|55292|57049|62273|64373|66894|68879|69156|69674|69697|74398|74798|75808|79746|80430|80914|82473|86288|87049|90269|90821|90876|95343|97907|99131|102012|102624|104492|109495|109496|111313|127376|131423|133568|134869|135041|139169|139235|32700|144816|146405|146927|148326|150140|156329|156520|160417|161481|162773|165449|166330|167546|4069|168749|172058|175107|179254|180555|184074|184606|185849|187074|188566|191550|23043|192924|193026|202549|205664|207481|30081|213546|216765|220113|224097|228115|14366|231867|232010|233295|234101|43804|236352|20908|21604|22703|22708|22777|28944|29258|32700|33789|14366|37248|11460|3310,7667,2012/12/23
3456,"Otto; or, Up with Dead People","Adult,Comedy,Drama,Horror",0,2008,1085|5.4|1000011101,9217|12525|45270|45271|60085|63787|68338|72815|75370|77458|77459|5|78535|80917|81911|84896|88244|92943|93214|94189|96552|97714|100448|104599|106041|110425|113772|114230|114456|114626|119684|121233|123784|126669|128698|129150|132014|133348|137902|138798|144215|145356|145909|149525|149764|151107|156545|165462|167012|168399|5562|172480|173607|173609|177384|192165|195002|196333|200706|201358|210916|217348|220052|222550|223795|15905|17686|11387|21364|23796|24613|25301|26299|12525|28656|31293|12525|500,6432,2008/11/9
558081,Suicide Kings,"Comedy,Crime,Drama,Mystery,Thriller",5000000,1997,17703|6.9|0000013210,9820|40312|41731|32390|43177|45506|57965|60429|64897|68610|71369|71802|71986|77846|80296|82847|83672|96305|104210|27051|111052|118763|121352|127286|147633|148291|153282|155397|37030|162310|163379|163484|6637|171367|171369|21163|191090|194241|208693|208825|220357|221788|222922|225457|226535|236409|236410|18611|20538|20844|28408|29393|29458|31181|32390|13357|148,1068,1998/4/19
11927,Bush's Brain,Documentary,0,2004,837|6.7|0000012101,|41902|43092|48611|53952|58788|59688|59689|65342|65370|65441|70632|73500|76209|90179|93410|96203|97208|108817|110047|111863|116259|116721|117274|118423|118555|120236|121250|41902|128155|130825|131916|133489|136115|140926|144637|147903|43092|148976|150865|152415|160826|162504|163637|43808|4935|6946|175042|177176|177184|182136|197649|204807|217998|220424|2236|32216|14150|2236|14150|2236,4240,2004/8/22
119080,Election,"Comedy,Drama",8000000,1999,54412|7.3|0000012210,8006|13496|42296|35860|10567|69327|72693|85942|90621|100505|100770|102587|104091|105937|28219|114707|125231|128734|129414|130240|133725|135337|42553|156327|163137|5604|175823|176940|18028|177769|181729|185495|187450|188017|193362|197430|197739|201587|207884|214277|230304|37847|236301|16584|17789|22070|32808|13940|36185|38148|13496|1241,1345,1999/4/25
36628,Shekvarebuli kulinaris ataserti retsepti,"Comedy,Romance",3384478,1996,376|6.6|0000111111,8142|40364|41190|50027|51977|59198|64285|64312|70272|73570|83965|85834|85835|86639|88639|89020|96691|97406|101719|101720|103098|105974|108888|124543|130060|133109|135158|135197|137995|154316|154658|156433|156509|156940|167827|167986|4225|184866|197470|199496|199506|201193|201541|204181|210435|218510|221418|231324|236604|15856|16285|33105|11278|259,633,1997/4/27
33435140,The Haunting,"Fantasy,Horror,Mystery,Thriller",80000000,1999,43201|4.7|0011211000,9033|40815|42925|62630|72404|4888|82770|88752|97069|98244|115078|117393|118624|120701|125034|134555|154696|37766|5060|173379|181183|183365|184205|187164|187224|192495|201811|206210|28107|209635|212549|224350|228705|43362|236679|15605|15644|346|21116|32946|14282|37744|346|2007,1804,1999/7/25
12856040,Honey,"Drama,Music,Romance,Thriller",25000000,2003,25141|4.9|0001111001,8943|39149|43679|5|46873|52788|52808|62726|75174|78214|79276|92497|98694|111469|112260|116366|118465|120423|121874|122478|122919|125090|125569|31431|146450|146781|148703|152858|156311|159703|162620|164729|164735|7371|169350|176558|176688|183250|186661|186767|187743|189202|190972|198610|206640|209400|213306|219816|224181|5|233461|234767|17594|23740|24192|31570|14881|1972,3328,2003/12/7
70664,Bubble,"Crime,Drama,Mystery,Animation,Short",1600000,2005,5501|6.6|0000012100,|10630|40722|46710|48335|64508|65338|67848|70769|71636|95554|121885|122683|148715|149075|6492|6524|172893|176195|184947|196437|203916|234697|234701|235657|10630|19465|12151|26206|36990|10630|3250|3250,4839,2006/1/29
21545,South of the Border,Documentary,0,2009,1485|6.8|1000001112,|38598|43703|38598|62466|64723|67371|103805|111972|5|122213|6462|183409|22477|23641|24760|24766|27689|28443|31523|32520|6812|35547|36327|37769|14354|1145|2143|2197,6966,2010/6/27
2623,Calvaire,"Drama,Horror",0,2004,6316|6.2|0000112100,9319|11228|42425|45534|53266|60248|4309|67666|70384|71884|74907|85229|87108|106011|108674|111837|119720|120069|124435|134397|42425|144275|159519|162094|4309|181539|184413|184414|202683|22336|23408|25703|28185|32977|35837|11228|801,4281,2006/10/8
3322,Kirschbl?ten - Hanami,"Drama,Romance",0,2008,3427|7.5|0000001221,8406|942|58742|75893|76588|77237|93091|160692|163139|165443|4013|177729|182715|186735|197500|206523|210927|229197|231463|23221|26665|32291|36910|36924|38476|942|1968,5866,2009/1/18
311662,The Fisher King,"Comedy,Drama,Fantasy",24000000,1991,41253|7.5|0000002211,9264|12540|50994|56238|56329|17438|57476|57584|58659|61717|65352|68681|71127|78461|79112|81433|22029|87751|92157|95348|95727|96360|98063|98756|12540|111054|115072|119806|123389|126686|128235|128900|129310|134416|136830|137367|140663|6924|148962|161099|37701|4878|174438|181007|181914|182145|182704|193811|194240|200313|30081|217941|221053|222151|24221|28393|30603|34252|11643|2743,102,1991/9/22
32064,I Spit on Your Grave,"Crime,Horror,Thriller",1500000,2010,27608|6.3|0000122100,9687|41935|38335|57001|76001|81677|95248|110236|161604|5434|177251|202982|210810|224759|230563|16690|20409|20914|22483|23661|24138|25632|26175|30184|30811|38335|13130|2018,6720,2010/10/10
14196,Moonlight - {SUSPENDED,,0,2007,,|||||||,4930,2006/5/28
805115,The Runaways,"Biography,Drama,Music",10000000,2010,26375|6.5|0000022101,7730|39586|14166|45025|54914|56970|59403|10680|61550|64341|68113|68879|71622|78049|88368|96504|104793|104985|105980|108713|109690|114085|123169|126897|127247|128859|130660|132177|133880|134933|140079|142025|145824|146146|147611|35962|160918|165305|165429|167086|4112|169216|170256|174822|182559|187515|192180|196737|197982|200522|27750|206668|206987|207645|211412|214627|214906|224880|225480|226569|227841|227855|229491|235815|22968|24213|25171|26728|27587|27588|31602|33386|34612|38208|14166|801,6095,2010/3/21
19142440,Stepmom,"Comedy,Drama",50000000,1998,29900|6.3|0000122101,7669|16235|24487|41337|13275|42665|45067|46290|54493|64552|74347|75915|85705|87245|11886|91346|91878|107392|107706|111087|115847|116276|119813|120915|121804|128838|136174|140327|141545|142106|146649|151303|167849|7430|170953|173888|175658|180845|183654|185025|187094|189760|191053|197134|199898|202910|205171|207031|215342|32568|221316|33425|223618|225464|228044|229567|234484|235108|236660|16118|16235|10887|20663|21449|21865|28803|31704|31981|32568|33425|10887|2199,1174,1998/12/27
2641,GasLand,Documentary,0,2010,5759|7.7|0000002311,|11493|47546|47892|54375|55750|59689|61945|61984|63866|67500|77008|79122|11493|84268|85845|90259|91449|93679|94195|106808|114758|116919|118810|125355|126227|130632|132671|145224|152337|156108|161265|165123||175593|180585|186715|187874|187962|188277|208545|208902|210023|228348|233207|15123|11493|22119|23276|30278|32747|11493|,7375,2010/9/19
5533844,The Big Lebowski,"Comedy,Crime",15000000,1998,309785|8.2|0000001222,10001|10864|10865|17438|58983|59639|10646|65352|19020|76901|80269|5|83232|84070|85205|86130|86430|89596|12019|94793|95623|97024|102036|102094|103845|106220|109078|114027|121929|131352|133550|141635|148228|152075|155220|14573|160590|4291|175799|178314|183244|186733|199007|202813|206303|207207|211684|32261|16739|18017|10864|10865|21315|10864|10865|797,776,1998/3/8
41104,Ai Weiwei: Never Sorry,Documentary,0,2012,1460|7.4|0000002311,|1778|63802|1318|95475|128793|162955|166709|168522|5420|190133|197014|205194|18937|21746|21747|22750|25314|25682|1778|31817|33660|1778|1778,7870,2012/7/29
10646,Wish Me Away,"Biography,Documentary,Music",0,2011,167|6.6|000.001114,||56835|58376|61985|68596|82665|83614|161591|166162|166249||170624|180866|182738|211807|214541|36818|235721|16693|16740|10422|20832|25557|12464|10422|12464|2110,7748,2012/6/17
82834,Jodi No.1,Comedy,0,2001,775|5.7|0000121000,7654|8362|5|40826|42239|42768|51900|72779|20685|85056|85076|5|90343|101215|102997|103090|103774|106425|123180|124708|138573|143325|143477|145961|146527|146792|146942|147329|153893|158656|160096|3905|4154|6633|6634|172668|173012|184215|199798|25944|225283|34069|34071|34076|36977|11150|2741,2821,2001/4/15
6317,Le clan,"Drama,Romance",0,2004,1008|6.6|0000012101,|12039|13151|53266|54932|62681|63466|71659|72596|75252|97733|101932|106980|110834|115441|115618|116543|122358|128196|131055|131682|133129|136788|138269|138550|43343|158896|6689|171105|186323|220361|23306|24993|13151|266,3973,2005/9/4
13330118,30 Minutes or Less,"Action,Comedy,Crime",28000000,2011,52211|6.1|0000122100,9952|20273|43259|44710|47244|50814|53726|57430|76559|80353|80354|80712|84213|91157|93355|93712|93713|97065|99569|112326|28751|132321|132896|146472|147505|43259|35627|35889|156046|37143|5170|169044|174645|181645|189156|192254|194953|199491|201424|206006|206179|222244|226033|231640|43856|236363|19234|22544|26462|27381|27394|14341|11458|1357,7531,2011/8/14
8815,Il testimone dello sposo,"Comedy,Drama",0,1997,275|6.1|0000113100,8418|10211|44014|44419|53854|55584|55875|55877|56014|61068|62108|62291|66705|67496|67509|71026|71179|72823|77556|78167|81139|83817|84654|84689|88435|106504|106802|111892|116524|125328|128512|133896|137502|141102|141601|142443|143105|154681|160126|6383|168722|171068|173396|175787|177874|177935|179686|182456|188268|190061|192906|202701|207358|207402|208096|208116|213185|215244|215246|218116|219231|221557|223273|223288|224502|226874|227168|228218|232636|15803|19892|10211|2781,1412,1998/8/16
162360,Grey Owl,"Biography,Drama,Western",30000000,1999,2111|5.8|0000121100,7643|13302|47660|50227|53739|54362|56700|17536|59631|59747|61050|61315|64653|66305|73374|73874|74486|75450|75968|81331|82032|82927|83954|87200|87643|90775|92783|92792|95127|97671|98407|98972|100520|100791|5|103986|105550|108455|109039|112214|112722|114108|115843|117293|117598|117599|117600|118249|118525|121986|125320|127817|130148|131387|134098|136300|143010|146294|153150|154706|159249|160812|161550|163285|163567|163759|163814|165850|166860|4878|170982|180628|181470|181626|189962|200790|211568|5|230655|10199|20746|23868|27991|31333|31739|38220|10199|2743,1363,1999/10/3
17135055,The Kingdom,"Action,Drama,Thriller",70000000,2007,75097|7|0000013210,8943|18177|44066|45246|45250|45252|45254|45266|45269|45291|46137|46196|46867|48478|48655|48923|49305|49732|50445|51218|16247|52908|10365|53952|57315|57483|58125|58412|58426|59424|59688|61036|62117|62430|63252|63657|66936|72144|72667|73850|74030|74530|76710|77442|77880|78413|80276|81165|81388|21738|84009|84138|88627|89535|91426|92812|95702|96203|96225|98549|100073|102510|103133|103610|104121|104970|106350|107487|113384|115476|117735|119299|121308|121332|123486|5|124486|129461|132852|133089|133177|133212|134101|136560|136744|137558|142070|142114|142240|142468|142472|142525|142599|143802|150682|152701|153642|153694|154203|156258|156920|166109|166879|4792|171319|188335|188744|22208|193802|196082|197026|197062|198479|200329|206927|208456|215290|215402|215992|221014|224048|34732|15766|18017|24332|25725|12846|31005|33236|34842|35500|37685|10365|1080,4587,2007/9/30
4315,Het ondergrondse orkest,"Documentary,History,Music",0,1998,56|7.9|0..0.02212,|12038|43550||||26475|36653|12038|1326,1449,1999/4/4
8161,Br?dre,"Drama,War",0,2004,7173|7.5|0000002311,9576|10403|12205|47410|48415|49156|49410|55104|56003|59029|60092|62231|76640|78678|80609|92079|92222|92588|93882|101308|103872|104576|110000|113261|114223|118934|128269|136299|139560|146159|155792|160341|7119|176089|179831|197266|206319|208313|213862|234132|15530|16559|16684|21676|22173|25152|25446|33514|34662|36828|10403|3404,4045,2005/5/8
27689760,Notting Hill,"Comedy,Drama,Romance",42000000,1999,124053|6.9|0000012210,8479|10999|47884|15974|50534|53631|55552|55585|58878|60525|62963|10923|68447|71116|73559|74025|74768|82237|86426|87176|93392|96594|111481|114097|116077|116702|117841|119226|29531|122255|123831|132038|134682|137779|147144|151472|159764|163254|163844|166005|5513|172512|172800|173709|179040|195529|201034|209395|212209|42325|32568|226597|232197|235110|16739|10999|21315|25881|32406|13051|693,1325,1999/5/30
123428,Southland Tales,"Comedy,Drama,Sci-Fi,Thriller",17000000,2006,26831|5.5|1000111101,8253|12365|46500|47943|52858|52991|60695|61437|64904|73210|78339|83496|91025|94562|25243|26776|107365|110987|111631|116981|125979|128734|134847|139137|140249|13857|143471|33872|146412|146921|147433|14238|151473|156124|5|172040|183824|185849|185854|185981|187802|190359|190666|192185|24728|198582|199115|200396|200884|205017|205924|207605|208568|208728|209047|211707|215391|217966|220479|220759|222095|224002|226456|227832|228756|235849|23589|24045|24726|24728|25226|28942|29719|31171|32369|33565|33722|33926|37338|12365|2731,4253,2007/11/18
260713,DOA: Dead or Alive,"Action,Adventure",21000000,2006,29319|4.7|0001111000,8493|40413|40415|41264|56579|64413|68303|95388|105043|110194|110203|110617|114974|117014|124732|139003|146816|147127|147687|155539|163545|5|170509|174930|178464|207071|218526|231671|233417|15357|10118|17086|18519|19825|20828|20927|22935|23227|26199|26585|26734|27137|29846|33673|14930|541|1730,4176,2007/6/17
137651,Martha Marcy May Marlene,Drama,0,2011,24117|7|0000012210,9741|11263|44055|52573|59617|64290|64976|67124|68279|69864|78872|91644|96107|98338|100720|103366|110488|117172|117370|120731|126450|134102|134121|134140|139742|145260|155585|159634|161317|4100|5529|170574|174601|175521|176198|176217|184263|184862|190342|193619|198678|200031|202011|204576|206795|208128|209118|211323|213272|215040|216502|216548|218379|225718|226019|226339|227674|227681|10693|19224|19502|24481|26026|26027|28698|29585|30938|31742|32800|33606|11263|1945,7179,2011/10/23
